category_code,category_name,category_code_parent
13350,Military Support Services,10159
10823,National Guard,10159
10820,Navy,10159
10156,Politics,10018
10808,Campaigns & Elections,10156
10805,Conservative Politics,10156
10809,Liberal Politics,10156
10806,Lobbying Services,10156
10807,Political Activism,10156
10160,Public Services,10018
10825,Animal Control,10160
10826,Public Broadcasting,10160
13403,Public Health,10160
13756,Food Safety & Inspection,13403
10827,Public Housing,10160
10828,Public Notaries,10160
10829,Public Utilities,10160
13512,Gas Utilities,10829
12114,Power & Electricity Services,10829
12111,Water Services,10829
10108,"News, Media & Publications",
10586,Apparel Media & Publications,10108
11876,Apparel Trade Publications,10586
11875,Fashion & Style Publications,10586
10112,Books & Literature,10108
13801,Audio Books,10112
10609,Book Retailers,10112
10608,Book Reviews,10112
13445,Children's Books,10112
10611,E-Books,10112
13660,Poetry,10112
10584,Celebrities & Entertainment News,10108
10576,Health Media & Publications,10108
13700,"Local News, Media & Publications",10108
11866,Magazines & Magazine Subscriptions,10108
10573,Men's Interests Media & Publications,10108
11868,Men's Interests Media & Publications - Mature,10573
13647,Newspapers,10108
13691,Online Media,10108
13785,Flash-Based Entertainment,13691
13692,Online Image Galleries,13691
10568,Podcasts,13691
10569,Webcasts,13691
13648,Political News & Media,10108
11867,Publishing,10108
12972,E-Book Publishing,11867
12973,Self-Publishing,11867
10756,Reference Materials & Resources,10108
13429,Dictionaries,10756
13430,Encyclopedias,10756
13600,Geographic Reference,10756
13601,Maps,13600
13716,Public Records,10756
13861,Quotations,10756
13432,Translation,10756
13777,Teen Media & Publications,10108
10023,Vehicle Media & Publications,10108
13426,Weather,10108
10581,Women's Interests Media & Publications,10108
13451,World News & Media,10108
10006,Occasions & Gifts,
10364,Cards & Greetings,10006
11448,E-Cards,10364
11443,Photo Cards,10364
10361,Stationery & Stationery Sets,10364
11436,Personalized Stationery,10361
11437,Thank You Cards,10361
10362,Flower Arrangements,10006
10365,Gifts,10006
13468,Engraving & Jewelry Engraving,10365
11461,Gift Baskets,10365
12966,Gift Cards,10365
13306,Movie Gift Cards & Gift Certificates,12966
13305,Restaurant Gift Cards & Gift Certificates,12966
10373,Gift Delivery,10365
11486,Flower Delivery Services,10373
10370,Gift Registries,10365
11479,Baby Shower Registry Services,10370
10367,Gift Wrap & Ribbons,10365
10376,Gift Wrapping Services,10367
11465,Ribbons & Bows,10367
11464,Wrapping Paper,10367
11458,Gourmet Food Gifts,10365
12748,Fruit Gifts,11458
12747,Gourmet Gift Baskets,11458
13509,Holidays & Seasonal Events,10006
13786,Carnival & Mardi Gras,13509
13738,Christmas,13509
13739,Easter,13509
13740,Halloween & October 31st,13509
10363,Holiday & Seasonal Decorations,13509
11441,Holiday Ornaments & Lights,10363
11440,Holiday Trees & Plants,10363
12737,Holiday Wreaths,10363
11442,Holiday-Themed Housewares,10363
13741,Jewish Holidays,13509
13507,Mother's Day & Father's Day,13509
13787,New Year's,13509
13742,Thanksgiving,13509
13510,Valentine's Day,13509
10368,Parties & Party Supplies,10006
11468,"Paper Plates, Napkins & Disposable Cutlery",10368
11466,Party Decorations,10368
11467,Party Favors,10368
11469,Party Invitations,10368
10372,Singing Telegrams,10006
13493,Special Occasions,10006
13501,Anniversaries,13493
13503,Baby Showers & New Baby,13493
13502,Birthdays & Name Days,13493
10366,Funerals & Bereavement,13493
13793,Pet Loss & Sympathy,10366
13506,Get Well,13493
13504,Graduation,13493
13505,Religious Occasions,13493
11483,Wedding & Special Occasion Photo & Video,13493
10369,Weddings,13493
11480,Wedding & Party Planning,10369
11471,Wedding Albums & Scrapbooks,10369
11482,Wedding Beauty Services,10369
11478,Wedding Cards,10369
11470,Wedding Decorations,10369
11473,Wedding Favors,10369
11476,Wedding Flowers,10369
12751,Wedding Bouquets,11476
12753,Wedding Boutonnieres & Corsages,11476
12752,Wedding Centerpieces,11476
11474,Wedding Gifts,10369
11477,Wedding Guestbooks,10369
11475,Wedding Invitations,10369
11472,Wedding Programs,10369
11481,Wedding Registries,10369
11484,Wedding Supply & Equipment Rentals,10369
10003,Real Estate,
10043,Commercial & Investment Real Estate,10003
10041,Escrow & Real Estate Titling,10003
10260,Escrow Services,10041
10259,Real Estate Titling & Land Registry,10041
11040,Property Title Searches,10259
11039,Title Insurance,10259
10037,House Plans & Floor Plans,10003
13784,Housing Market & Real Estate Prices,10003
10036,Private Communities,10003
10255,Golf Communities,10036
10254,Shared Interest Living Communities,10036
10039,Property Development,10003
10257,Commercial Property Development,10039
10258,New Homes & Custom Homes,10039
10034,Property Inspections & Appraisals,10003
10248,Home Appraisals,10034
10247,Land Surveying,10034
10033,Property Management,10003
10040,Real Estate Agents & Brokerages,10003
13649,Real Estate Auctions,10003
10042,Real Estate Listings,10003
13690,Bank-Owned & Foreclosed Listings,10042
10264,Commercial Real Estate Listings,10042
13688,Condo & Co-op Listings,10042
10267,For Sale By Owner Listings,10042
10265,Government Assistance Home Listing Services,10042
10266,Land & Acreage Listings,10042
13689,Mobile & Manufactured Home Listings,10042
10262,Rent To Own Real Estate Listings,10042
10032,Rental Listings,10042
13687,Apartment Rentals,10032
10243,Furnished & Short-Term Rental Listings,10032
10244,Roommates & Flat Sharing,10032
10261,Senior Living Listings,10042
10035,Relocation & Household Moving,10003
10253,Consumer Vehicle Shipping Services,10035
10251,Moving Supplies,10035
10250,Moving Truck & Van Rental,10035
10252,Storage Rental Services,10035
10249,Temporary Housing Services,10035
10038,Vacation Properties & Second Homes,10003
10256,Timeshares,10038
13575,Retailers & General Merchandise,
13441,Coupons & Rebates,13575
13810,Informal Selling & Exchanging,13575
13811,"Garage, Estate & Yard Sales",13810
13842,Rental Services,13575
13860,Shopping Portals & Search Engines,13575
13719,Wholesalers & Liquidators,13575
10014,Sports & Fitness,
10117,Boating & Water Recreation,10014
10627,Boat & Watercraft Parts & Accessories,10117
11905,Boat & Watercraft Safety Accessories,10627
12981,"Boat Gauges, Clocks & Instruments",10627
11906,Boat Propellers,10627
11903,Boat Seats,10627
11904,Marine Engines & Parts,10627
10628,Fishing,10117
11907,Fishing Tackle,10628
12980,"Fishing Bait, Lures & Ties",11907
12979,Fishing Rods & Poles,11907
10629,Scuba & Diving,10117
10626,Surfing & Windsurfing Gear,10117
10630,Water Skiing Equipment & Gear,10117
10123,Fitness,10014
10666,Fitness Classes & Instruction,10123
10667,Fitness Equipment & Accessories,10123
11925,Exercise Mats,10667
11928,Fitness & Weight Training Machines,10667
12983,Eliptical Machines,11928
12986,Home Gyms & Weight Training Machines,11928
12987,Stair Machines,11928
12984,Stationary Bikes,11928
12985,Treadmills,11928
11926,Fitness Balls,10667
11927,Weight Training Accessories,10667
10668,Gyms & Gym Memberships,10123
10669,Personal Training,10123
13486,Yoga & Pilates,10123
10121,Sporting Goods,10014
10648,Airsoft Equipment,10121
10661,American Football Equipment,10121
10656,Archery Equipment,10121
11921,Bow Hunting,10656
10643,Backyard Games Equipment,10121
10644,Baseball Equipment,10121
10637,Basketball Equipment,10121
10645,Bicycles & Accessories,10121
11915,Bicycles,10645
13892,BMX Bikes,11915
13893,Cruiser Bikes,11915
12996,Kids' Bikes & Trikes,11915
13895,Mountain Bikes,11915
13896,Road Bikes,11915
13889,Bike Accessories,10645
13890,Bike Frames,10645
11916,Bike Helmets & Protective Gear,10645
13891,Bike Parts & Repair,10645
10647,Bowling Equipment,10121
13632,Combat Sports Equipment,10121
10650,Boxing Gloves & Gear,13632
10654,Martial Arts Equipment,13632
10662,Wrestling Equipment,13632
10635,Cricket Equipment,10121
10664,Equestrian Equipment & Tack,10121
13571,Extreme Sports Equipment,10121
10653,Golf Equipment,10121
11919,Golf Balls,10653
11918,Golf Clubs,10653
11920,Golf Tees,10653
10660,Gymnastics Equipment,10121
10665,Hockey & Roller Hockey Equipment,10121
11923,Ice Hockey Skates,10665
11924,Roller Hockey Skates,10665
10641,Hunting & Shooting Equipment,10121
10633,Ice Skating Equipment,10121
11908,Ice Skates,10633
12982,Figure Skates,11908
10646,Lacrosse Equipment,10121
10640,Paintball Equipment,10121
10636,Roller Skating & Rollerblading Equipment,10121
11914,Inline Skates,10636
10649,Rugby Equipment,10121
10657,Running & Walking Equipment,10121
10659,Skateboarding Equipment,10121
11922,Skateboards & Skateboard Components,10659
10658,Soccer Equipment,10121
10638,Sports Uniforms,10121
10642,Squash & Racquetball Equipment,10121
10652,Swimming & Aquatic Sports Equipment,10121
10639,Table Tennis Equipment,10121
10651,Tennis Equipment,10121
10655,Track & Field Equipment,10121
10663,Volleyball Equipment,10121
10634,Winter Sports Equipment,10121
13485,Skiing Equipment,10634
11912,Ski & Snowboard Helmets,13485
11913,Skis,13485
11909,Snow Sleds,10634
11910,Snowboarding Gear,10634
13605,Sports,10014
13606,American Football,13605
13610,Baseball,13605
13609,Basketball,13605
13628,Bowling,13605
13839,Cheerleading,13605
13621,College Sports,13605
13633,Combat Sports,13605
13634,Boxing,13633
13631,Martial Arts,13633
13365,Martial Arts Instruction,13631
13874,Traditional Wrestling,13633
13607,Cricket,13605
13615,Cycling,13605
13664,Equestrian Sports,13605
13623,Extreme Sports,13605
13627,Golf,13605
13629,Gymnastics,13605
13870,Handball,13605
13611,Hockey,13605
13612,Hunting & Shooting,13605
13624,Motor Sports,13605
13833,Rodeo,13605
13613,Rugby,13605
13616,Running & Walking,13605
13617,Skate Sports,13605
13608,Soccer,13605
13618,Surfing & Windsurfing,13605
13619,Swimming & Aquatic Sports,13605
13626,Tennis,13605
13871,Track & Field,13605
13630,Volleyball,13605
13620,Winter Sports,13605
13614,Ice Skating,13620
13639,Skiing,13620
11911,Ski Lift Tickets,13639
13640,Snowboarding,13620
13625,World Sports Events,13605
13781,Olympics,13625
10115,Sports & Fitness Apparel,10014
10623,Cycling Apparel,10115
11900,Cycling Footwear,10623
10624,Gymnastics Apparel,10115
10622,Ice Skating Apparel,10115
10621,Running Apparel,10115
10618,Winter Sports Apparel,10115
10120,Sports Equipment Rental Services,10014
10632,Boat & Marine Vehicle Rental Services,10120
10631,Ski & Winter Sports Equipment Rental Services,10120
10116,Sports Fan Gear & Apparel,10014
11902,Sports Team Hats & Caps,10116
11901,Sports Team Jerseys,10116
10122,Sports Instruction & Coaching,10014
13483,Dance Classes & Lessons,10122
13482,Gymnastics Lessons & Classes,10122
13367,Horseback Riding Lessons,10122
13366,Swim Lessons & Aquatic Fitness Instruction,10122
10114,Sports News & Media,10014
10617,Fitness Media & Publications,10114
10119,Sports Programs & Camps,10014
10017,Travel & Tourism,
10142,Accommodations,10017
10775,Accommodation Packages,10142
10772,Bed & Breakfasts,10142
10771,"Camping, Caravan & RV Accommodations",10142
12070,Campsites & Campgrounds,10771
12071,Caravan & RV Rentals,10771
10768,Hostel Accommodations,10142
10769,"Hotels, Motels & Resorts",10142
12068,Extended Stay Hotels & Motels,10769
12067,Hotels,10769
13022,Hotel Packages,12067
12065,Motels,10769
12066,Resorts,10769
13021,Resort Packages,12066
13806,House Swaps & Home Exchanges,10142
10774,Last Minute Accommodation Deals,10142
10773,Ski Accommodations,10142
12072,"Ski Condos, Cabins & Townhome Rentals",10773
12073,Ski Lodges & Resorts,10773
10770,Vacation Rentals,10142
12069,Villa Rentals,10770
10144,Air Travel,10017
10779,Air Charter & Charter Jet Services,10144
10778,"Airline Tickets, Fares & Flights",10144
12079,First & Business Class Airfares & Flights,10778
10153,Cruises & Cruise Services,10017
10802,Activity & Theme-Based Cruises,10153
12096,Barge & River Cruises,10153
10800,Last Minute Cruises,10153
10147,Last Minute Travel,10017
10790,Last Minute Airfares & Flights,10147
10143,Luggage & Travel Accessories,10017
10776,Luggage,10143
12075,Carry-On Bags,10776
12078,Make-Up Bags,10776
12074,Rolling Luggage,10776
12077,Suitcases,10776
10777,Travel Accessories,10143
10152,Luggage Services,10017
13594,Luxury Travel,10017
10150,Specialty Travel,10017
10793,Adventure Travel,10150
13847,Agritourism,10150
12093,Couples Travel & Honeymoons,10150
10794,Ecotourism,10150
10795,Family Vacations & Travel,10150
12095,GLBT Travel,10150
12092,Senior Citizen Travel,10150
12091,Singles Travel,10150
10148,Tour Operators,10017
10791,Charter Bus Services,10148
10792,Sightseeing Tours,10148
10145,Tourist Attractions & Destinations,10017
13582,Beaches & Islands,10145
13857,Historical Sites & Buildings,10145
13858,Lakes & Rivers,10145
13862,Libraries,10145
13497,Museums,10145
12081,Regional Parks & Gardens,10145
13496,Theme Parks,10145
12098,Winter Travel Destinations,10145
12080,Zoos & Aquariums,10145
10146,Transportation & Excursions,10017
10785,Airport Transportation Services,10146
12087,Airport Parking Services,10785
12086,Airport Rail Service,10785
12085,Airport Shuttles & Car Services,10785
10787,Boat & Yacht Charter,10146
10783,Bus & Rail Services,10146
12083,Bus Services,10783
12084,Rail Services,10783
13023,Rail Passes,12084
10782,Car Rental Services,10146
13831,Carpooling & Ridesharing,10146
10786,Ferries,10146
10789,Limousine Services,10146
13410,Parking Services,10146
10784,Taxi Services,10146
10788,Trip Planners & Route Finders,10146
10151,Travel Booking Services,10017
10843,Travel Documents,10017
12117,Passports & Passport Services,10843
12119,Travel Consent Forms,10843
12118,Travel Visas & Visa Services,10843
10578,Travel Media & Publications,10017
10149,City & Local Guides,10578
11872,Road Maps,10578
11874,Travel Books & Guides,10578
10154,Vacation Packages,10017
10001,Vehicles,
10027,Boats & Watercraft,10001
10211,Fishing Boats,10027
10216,Kayaks,10027
10212,Personal Watercraft,10027
10214,Rafts,10027
10215,Row Boats & Canoes,10027
10213,Sailboats,10027
10217,Speedboats & Motorboats,10027
10210,Yachts,10027
10191,Driving Instruction & Driver Education,10001
10024,Motor Vehicles,10001
10183,Campers & RVs,10024
10951,Motorhomes,10183
10950,Pop-Up Campers,10183
10949,Travel Trailers,10183
10185,Cars & Trucks,10024
10956,4WD,10185
10961,Concept & Future Cars,10185
10958,Convertibles,10185
10953,Coupes,10185
10959,Crossovers,10185
10955,Hatchbacks,10185
10963,Hybrid & Alternative Vehicles,10185
13573,Luxury Cars,10185
13856,Microcars & City Cars,10185
10962,Pick-Up Trucks,10185
10957,SUVs,10185
10954,Sedans,10185
10952,Sports Cars,10185
10964,Station Wagons,10185
10960,Vans & Minivans,10185
10186,Commercial Vehicles,10024
13697,Cargo Trucks & Trailers,10186
10182,Motorcycles,10024
10181,Off-Road Vehicles,10024
10945,ATVs,10181
10946,Dirt Bikes,10181
10948,Dune Buggies,10181
10947,Go Karts,10181
10944,Snowmobiles,10181
10187,Scooters & Mopeds,10024
13714,Used Motor Vehicles,10024
10184,Vehicle Trailers,10024
10022,Personal Airplanes & Aircraft,10001
10189,Flying Instruction,10022
10200,Personal Aircraft Repair & Maintenance,10022
10190,Vehicle Auctions,10001
13655,Vehicle Dealers,10001
13657,Boat & Yacht Sales & Brokers,13655
13656,Car Dealers,13655
10198,Vehicle Donation & Removal,10001
10195,Vehicle Emissions,10001
10978,Vehicle History Reports,10001
10026,Vehicle Parts & Accessories,10001
10209,Car Parts & Accessories,10026
11000,Car Covers,10209
10997,Car Emergency Kits & Supplies,10209
10995,Car Mats,10209
10993,Car Modification Parts,10209
12269,Appearance Modifying Parts,10993
12268,Performance Modifying Parts,10993
10998,Car Sun Shields,10209
10996,Remote Keyless Entry Systems & Car Starters,10209
10994,Replacement Car Parts,10209
12272,Automotive Electronic Components,10994
13131,Car Batteries,12272
13130,Spark Plugs,12272
12275,Car Brakes,10994
12271,Car Engines & Engine Parts,10994
12273,Car Filters,10994
12270,Car Lamps & Lights,10994
12274,Windshield Wiper Blades,10994
10204,Motorcycle Parts & Accessories,10026
10983,Motorcycle Gloves & Gear,10204
10982,Motorcycle Helmets,10204
10202,Off-Road Vehicle Parts & Accessories,10026
10201,Personal Airplane & Aircraft Parts & Accessories,10026
10208,Scooter & Moped Parts & Accessories,10026
10203,Truck Parts & Accessories,10026
10205,Vehicle Cleansers & Care Supplies,10026
10207,Vehicle Racks,10026
10206,Vehicle Tires & Tire Parts,10026
10985,Car & Truck Tires,10206
10986,Car & Truck Wheels,10206
10984,Motorcycle Tires & Tire Parts,10206
10991,Personal Airplane & Aircraft Tires,10206
10988,Scooter & Moped Tires,10206
10992,Snow Chains,10206
10990,Snow Tires,10206
10193,Vehicle Repair & Maintenance,10001
10967,Brake Repair,10193
10973,Collision & Auto Body Repair,10193
10969,Oil Changes,10193
10972,Transmissions & Transmission Repair,10193
10971,Tune-Ups,10193
10981,Vehicle Painting,10193
10979,Vehicle Washing & Detailing,10193
10968,Windshield Repair,10193
10196,"Vehicle Specs, Reviews & Comparisons",10001
10194,Vehicle Towing,10001
10974,Boat Towing,10194
10188,Vehicle Warranties & Protection Plans,10001
10980,Vehicle Window Tinting,10001
10008,Unknown,
14306,Blocked,
